time,STATUS_WORD_1,Q_FUEL_LEAK,Q_STEP_FUEL_LEAK,SRWF54A,SRWF54B,SRWF54C,SRWF56A,SRWF56C,WF,SRWF56G,SRWF56I,SRWF56K,SYNC,WF_FUEL_LEAK,WF_POS_REF_COMP,WF_PPH,WF_PPH_DELTA,WF_PPH_EST,WF_Q_LEAK,WF_STEP_CNT,WF_STEP_MAX,WF_STEP_MIN,WF_STEP_PPH,WF_STEP_PPH_MOD,WF_STEP_REF_AVG,WF_STEP_REF_COMP,WF_STEP_REF_LIM,WF_STEP_REF_MOD,WF_STEP_REF_UNLIM,WF_STEP_UNCMP_REF,WF_TF_ERR,WF_BASE_CIS,WF_Q_MP,NG,PS3,TFUEL,WF_FSV_LAG,WF_NG_REC,WF_SG_REC,WF_TF_GAIN,WF_TF_GN,WF_TF_LAG,WF_TF_LEAD,WF_TF_LLR,WF_FMU_DP,WF_TF_PMETER,WF_TF_DPFSV,WF_TF_FMU_DP,WF_TF_PBOOST,WF_STEP_FMU_PPH,WF_POS_REF,WF_STEP_COMP_PPH,WF_PPH_EST_L,CMODE,LOCAL_HEALTH,IN_CONTROL,WF_PPH_MIN,WF_PPH_MAX,
0.141513,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,-0.5,0,3.1080306681665E-38,1.87347999486371E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.3266773223877,60.7713966369629,1.27000006614253E-04,41.8266754150391,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.153542,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,-1,0,3.11388361159229E-38,1.87347999486371E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.3276996612549,60.7659759521484,1.27000006614253E-04,41.8276977539063,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.165582,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,-1,0,3.11723159388326E-38,1.87347999486371E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.2855091094971,60.7884902954102,1.27000006614253E-04,41.7855072021484,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.177528,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,-1,0,3.12059863383334E-38,1.87347999486371E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.29114818573,60.7884902954102,1.27000006614253E-04,41.791145324707,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.189543,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,0,0,3.10559885481151E-38,2.79183495644362E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.3263492584229,60.7884902954102,1.27000006614253E-04,41.8263473510742,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.201558,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,0,0,3.10895468437388E-38,2.79183495644362E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.4018278121948,60.7743492126465,1.27000006614253E-04,41.9018249511719,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.213533,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,-0.5,0,4.57517732706142E-19,4.57514837573998E-19,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.4091100692749,60.7743492126465,1.27000006614253E-04,41.9091110229492,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.225559,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,-1,0,3.1156901655725E-38,2.79183495644362E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.4229316711426,60.7184181213379,1.27000006614253E-04,41.9229278564453,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.237564,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,-1,0,3.11904571487517E-38,2.79183495644362E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.4669513702393,60.7184181213379,1.27000006614253E-04,41.9669494628906,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.249537,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,-0.5,0,3.10404593585335E-38,3.71018991802353E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.4627456665039,60.6866607666016,1.27000006614253E-04,41.9627456665039,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.261553,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,-0.5,0,3.10741745995851E-38,3.71018991802353E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.4772644042969,60.6866607666016,1.27000006614253E-04,41.9772644042969,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.273582,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,0.5,0,3.1107842196489E-38,3.71018991802353E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.4731826782227,60.6866607666016,1.27000006614253E-04,41.9731826782227,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.285596,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,-0.5,0,4.57517732706142E-19,4.57514837573998E-19,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.4697036743164,60.6077346801758,1.27000006614253E-04,41.9697036743164,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.297546,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,0,0,4.57524556946196E-19,4.57515871549764E-19,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.4726324081421,60.6077346801758,1.27000006614253E-04,41.9726333618164,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.309575,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,-1,0,3.12086151742524E-38,3.71018991802353E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.5220966339111,60.5788192749023,1.27000006614253E-04,42.0220947265625,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.321553,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,0.5,0,3.10585781476772E-38,4.62854487960344E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.4655294418335,60.5788192749023,1.27000006614253E-04,41.9655303955078,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.333553,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,-1,0,4.57517732706142E-19,4.57514837573998E-19,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.5054244995117,60.5821723937988,1.27000006614253E-04,42.0054244995117,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.345596,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,-0.5,0,3.11258236583832E-38,4.62854487960344E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.5466661453247,60.5821723937988,1.27000006614253E-04,42.0466690063477,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.357548,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,-0.5,0,3.11597995409492E-38,4.62854487960344E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.5430240631104,60.5754127502441,1.27000006614253E-04,42.0430221557617,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.369671,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,0.5,0,3.11932036937418E-38,4.62854487960344E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.5284795761108,60.6308746337891,1.27000006614253E-04,42.0284805297852,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.381589,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,0.5,0,3.10430489580955E-38,5.54689984118336E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.4992351531982,60.6308746337891,1.27000006614253E-04,41.9992370605469,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.393549,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,0,0,3.10768847108151E-38,5.54689984118336E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.5270595550537,60.6308746337891,1.27000006614253E-04,42.0270614624023,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.405622,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,-1,0,3.11104794401988E-38,5.54689984118336E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.5055236816406,60.7427062988281,1.27000006614253E-04,42.0055236816406,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.417609,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,-1,0,3.11439256319453E-38,5.54689984118336E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.5037517547607,60.7182312011719,1.27000006614253E-04,42.0037536621094,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.429543,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,0,0,3.11779183300929E-38,5.54689984118336E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.5331697463989,60.7182312011719,1.27000006614253E-04,42.0331726074219,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
0.441672,0.444917112588882,1000,0,-4.61232137680054,25.4759407043457,1019.01696777344,1016.60369873047,-0.445117354393005,-0.445230424404144,-0.445180594921112,2.40609027959906E-38,0,0,0,3.12113364958702E-38,5.54689984118336E-40,0,5.30774239450693E-03,-47.4197959899902,16099,0,1100,-100,0,-47.391731262207,0,1025.47595214844,0,0,-35.9900016784668,0,0,0,14.5167293548584,60.7182312011719,1.27000006614253E-04,42.016731262207,0.063000001013279,999.999938964844,-0.444791495800018,9.38807521015406E-03,52.5,30,30,4.00000018998981E-03,2.00000014156103E-02,5,66.9960098266602,-10,5.87897843022028E-38,9.18354961579912E-41,0,-47.4197959899902,0,0,0,0,41.9960098266602,
