time, alt, vknot, gvw, DYNANG, Nmr, Ntr, Nt, N1, N2, N3, Qmr, Qtr, Q1, Q2, Q3, qgas1, qgas2, qgas3, qtotload, qmrload, qtrload
7.26, 3000, 0.01, 46000, 80, 15013.5, 15016.8, 15017.4, 15017.5, 15017.5, 15017.5, 3708.1, 413.653, 1369.57, 1369.64, 1369.57, 1330.27, 1330.27, 1330.27, 4398.71, 4002.99, 395.72,
7.266, 3000, 0.01, 46000, 80, 15011.6, 15014.7, 15015.4, 15015.4, 15015.4, 15015.4, 3708.73, 413.849, 1369.8, 1369.85, 1369.8, 1330.27, 1330.27, 1330.27, 4399.28, 4003.5, 395.776,
7.272, 3000, 0.01, 46000, 80, 15009.6, 15012.7, 15013.3, 15013.4, 15013.4, 15013.4, 3709.34, 414.05, 1370.02, 1370.04, 1370.02, 1330.27, 1330.27, 1330.27, 4399.85, 4004.02, 395.83,
7.278, 3000, 0.01, 46000, 80, 15007.7, 15010.7, 15011.3, 15011.3, 15011.3, 15011.3, 3709.93, 414.245, 1370.23, 1370.22, 1370.23, 1330.27, 1330.27, 1330.27, 4400.42, 4004.53, 395.884,
7.284, 3000, 0.01, 46000, 80, 15005.8, 15008.7, 15009.2, 15009.2, 15009.2, 15009.2, 3710.5, 414.426, 1370.42, 1370.38, 1370.42, 1330.27, 1330.27, 1330.27, 4400.99, 4005.05, 395.938,
7.29, 3000, 0.01, 46000, 80, 15003.8, 15006.7, 15007.1, 15007.2, 15007.2, 15007.2, 3711.04, 414.582, 1370.6, 1370.53, 1370.6, 1330.27, 1330.27, 1330.27, 4401.56, 4005.57, 395.99,
7.296, 3000, 0.01, 46000, 80, 15001.9, 15004.7, 15005, 15005.1, 15005.1, 15005.1, 3711.57, 414.705, 1370.75, 1370.68, 1370.75, 1330.27, 1330.27, 1330.27, 4402.12, 4006.08, 396.043,
7.302, 3000, 0.01, 46000, 80, 15000, 15002.7, 15003, 15003, 15003, 15003, 3712.06, 414.79, 1370.87, 1370.81, 1370.87, 1330.27, 1330.27, 1330.27, 4402.69, 4006.6, 396.095,
7.308, 3000, 0.01, 46000, 80, 14998, 15000.8, 15000.9, 15000.9, 15000.9, 15000.9, 3712.53, 414.83, 1370.96, 1370.93, 1370.96, 1330.27, 1330.27, 1330.27, 4403.26, 4007.11, 396.146,
7.314, 3000, 0.01, 46000, 80, 14996.1, 14998.9, 14998.8, 14998.8, 14998.8, 14998.8, 3712.98, 414.822, 1371.03, 1371.04, 1371.03, 1330.27, 1330.27, 1330.27, 4403.83, 4007.63, 396.198,
7.32, 3000, 0.01, 46000, 80, 14994.2, 14996.9, 14996.6, 14996.7, 14996.7, 14996.7, 3713.4, 414.766, 1371.08, 1371.12, 1371.08, 1330.27, 1330.27, 1330.27, 4404.4, 4008.15, 396.249,
7.326, 3000, 0.01, 46000, 80, 14992.2, 14995, 14994.5, 14994.5, 14994.5, 14994.5, 3713.78, 414.66, 1371.1, 1371.17, 1371.1, 1330.27, 1330.27, 1330.27, 4404.97, 4008.67, 396.3,
7.332, 3000, 0.01, 46000, 80, 14990.3, 14993, 14992.4, 14992.4, 14992.4, 14992.4, 3714.15, 414.508, 1371.12, 1371.19, 1371.12, 1330.27, 1330.27, 1330.27, 4405.54, 4009.19, 396.352,
7.338, 3000, 0.01, 46000, 80, 14988.3, 14991, 14990.3, 14990.3, 14990.3, 14990.3, 3714.48, 414.313, 1371.11, 1371.17, 1371.11, 1330.27, 1330.27, 1330.27, 4406.11, 4009.71, 396.404,
7.344, 3000, 0.01, 46000, 80, 14986.4, 14989, 14988.2, 14988.2, 14988.2, 14988.2, 3714.79, 414.081, 1371.1, 1371.13, 1371.1, 1330.27, 1330.27, 1330.27, 4406.68, 4010.23, 396.456,
7.35, 3000, 0.01, 46000, 80, 14984.4, 14987, 14986.1, 14986.1, 14986.1, 14986.1, 3715.07, 413.817, 1371.07, 1371.07, 1371.07, 1330.27, 1330.27, 1330.27, 4407.26, 4010.75, 396.509,
7.356, 3000, 0.01, 46000, 80, 14982.5, 14985, 14984, 14984, 14984, 14984, 3715.33, 413.53, 1371.03, 1371, 1371.03, 1330.27, 1330.27, 1330.27, 4407.83, 4011.27, 396.562,
7.362, 3000, 0.01, 46000, 80, 14980.5, 14982.9, 14981.9, 14981.9, 14981.9, 14981.9, 3715.56, 413.229, 1370.98, 1370.92, 1370.98, 1330.27, 1330.27, 1330.27, 4408.41, 4011.79, 396.617,
7.368, 3000, 0.01, 46000, 80, 14978.6, 14980.8, 14979.8, 14979.8, 14979.8, 14979.8, 3715.77, 412.92, 1370.91, 1370.84, 1370.91, 1330.27, 1330.27, 1330.27, 4408.98, 4012.31, 396.671,
7.374, 3000, 0.01, 46000, 80, 14976.6, 14978.7, 14977.7, 14977.7, 14977.7, 14977.7, 3715.95, 412.615, 1370.84, 1370.78, 1370.84, 1330.27, 1330.27, 1330.27, 4409.56, 4012.84, 396.727,
7.38, 3000, 0.01, 46000, 80, 14974.7, 14976.5, 14975.6, 14975.6, 14975.6, 14975.6, 3716.11, 412.321, 1370.76, 1370.73, 1370.76, 1330.27, 1330.27, 1330.27, 4410.15, 4013.36, 396.783,
7.386, 3000, 0.01, 46000, 80, 14972.7, 14974.4, 14973.5, 14973.5, 14973.5, 14973.5, 3716.25, 412.047, 1370.69, 1370.68, 1370.69, 1330.27, 1330.27, 1330.27, 4410.73, 4013.89, 396.84,
7.392, 3000, 0.01, 46000, 80, 14970.7, 14972.2, 14971.4, 14971.4, 14971.4, 14971.4, 3716.37, 411.8, 1370.61, 1370.64, 1370.61, 1330.27, 1330.27, 1330.27, 4411.31, 4014.42, 396.897,
7.398, 3000, 0.01, 46000, 80, 14968.8, 14970, 14969.3, 14969.3, 14969.3, 14969.3, 3716.48, 411.586, 1370.55, 1370.61, 1370.55, 1330.27, 1330.27, 1330.27, 4411.9, 4014.94, 396.956,
7.404, 3000, 0.01, 46000, 80, 14966.8, 14967.7, 14967.2, 14967.2, 14967.2, 14967.2, 3716.56, 411.412, 1370.5, 1370.57, 1370.5, 1330.27, 1330.27, 1330.27, 4412.49, 4015.47, 397.014,
7.41, 3000, 0.01, 46000, 80, 14964.8, 14965.5, 14965.2, 14965.1, 14965.1, 14965.1, 3716.62, 411.28, 1370.46, 1370.52, 1370.46, 1330.27, 1330.27, 1330.27, 4413.08, 4016, 397.073,
7.416, 3000, 0.01, 46000, 80, 14962.8, 14963.3, 14963.1, 14963.1, 14963.1, 14963.1, 3716.67, 411.193, 1370.44, 1370.48, 1370.44, 1330.27, 1330.27, 1330.27, 4413.67, 4016.53, 397.132,
7.422, 3000, 0.01, 46000, 80, 14960.8, 14961.1, 14961, 14961, 14961, 14961, 3716.71, 411.152, 1370.43, 1370.44, 1370.43, 1330.27, 1330.27, 1330.27, 4414.26, 4017.07, 397.191,
7.428, 3000, 0.01, 46000, 80, 14958.8, 14958.8, 14958.9, 14958.9, 14958.9, 14958.9, 3716.73, 411.156, 1370.44, 1370.41, 1370.44, 1330.27, 1330.27, 1330.27, 4414.85, 4017.6, 397.25,
7.434, 3000, 0.01, 46000, 80, 14956.8, 14956.6, 14956.8, 14956.8, 14956.8, 14956.8, 3716.73, 411.204, 1370.45, 1370.39, 1370.45, 1330.27, 1330.27, 1330.27, 4415.44, 4018.13, 397.309,
7.44, 3000, 0.01, 46000, 80, 14954.8, 14954.4, 14954.8, 14954.8, 14954.8, 14954.8, 3716.72, 411.291, 1370.46, 1370.4, 1370.46, 1330.27, 1330.27, 1330.27, 4416.04, 4018.67, 397.368,
7.446, 3000, 0.01, 46000, 80, 14952.8, 14952.2, 14952.7, 14952.7, 14952.7, 14952.7, 3716.7, 411.413, 1370.48, 1370.41, 1370.48, 1330.27, 1330.27, 1330.27, 4416.63, 4019.21, 397.427,
7.452, 3000, 0.01, 46000, 80, 14950.8, 14950.1, 14950.6, 14950.6, 14950.6, 14950.6, 3716.67, 411.563, 1370.5, 1370.45, 1370.5, 1330.27, 1330.27, 1330.27, 4417.23, 4019.75, 397.485,
7.458, 3000, 0.01, 46000, 80, 14948.8, 14947.9, 14948.5, 14948.5, 14948.5, 14948.5, 3716.62, 411.736, 1370.51, 1370.5, 1370.51, 1330.27, 1330.27, 1330.27, 4417.83, 4020.29, 397.542,
7.464, 3000, 0.01, 46000, 80, 14946.8, 14945.8, 14946.4, 14946.4, 14946.4, 14946.4, 3716.57, 411.924, 1370.52, 1370.55, 1370.52, 1330.27, 1330.27, 1330.27, 4418.43, 4020.83, 397.599,
7.47, 3000, 0.01, 46000, 80, 14944.8, 14943.7, 14944.3, 14944.4, 14944.4, 14944.4, 3716.5, 412.119, 1370.54, 1370.59, 1370.54, 1330.27, 1330.27, 1330.27, 4419.02, 4021.37, 397.656,
7.476, 3000, 0.01, 46000, 80, 14942.8, 14941.6, 14942.3, 14942.3, 14942.3, 14942.3, 3716.42, 412.313, 1370.55, 1370.62, 1370.55, 1330.27, 1330.27, 1330.27, 4419.62, 4021.91, 397.711,
7.482, 3000, 0.01, 46000, 80, 14940.7, 14939.6, 14940.2, 14940.2, 14940.2, 14940.2, 3716.34, 412.5, 1370.57, 1370.63, 1370.57, 1330.27, 1330.27, 1330.27, 4420.22, 4022.46, 397.766,
7.488, 3000, 0.01, 46000, 80, 14938.7, 14937.6, 14938.1, 14938.1, 14938.1, 14938.1, 3716.24, 412.672, 1370.58, 1370.63, 1370.58, 1330.27, 1330.27, 1330.27, 4420.82, 4023, 397.821,
7.494, 3000, 0.01, 46000, 80, 14936.7, 14935.6, 14936, 14936, 14936, 14936, 3716.14, 412.823, 1370.59, 1370.61, 1370.59, 1330.27, 1330.27, 1330.27, 4421.43, 4023.55, 397.875,
7.5, 3000, 0.01, 46000, 80, 14934.6, 14933.6, 14933.9, 14933.9, 14933.9, 14933.9, 3716.03, 412.948, 1370.59, 1370.57, 1370.59, 1330.27, 1330.27, 1330.27, 4422.03, 4024.1, 397.928,
7.506, 3000, 0.01, 46000, 80, 14932.6, 14931.6, 14931.8, 14931.8, 14931.8, 14931.8, 3715.91, 413.041, 1370.58, 1370.53, 1370.58, 1330.27, 1330.27, 1330.27, 4422.63, 4024.65, 397.981,
7.512, 3000, 0.01, 46000, 80, 14930.5, 14929.6, 14929.8, 14929.8, 14929.8, 14929.8, 3715.79, 413.099, 1370.56, 1370.49, 1370.56, 1330.27, 1330.27, 1330.27, 4423.24, 4025.2, 398.034,
7.518, 3000, 0.01, 46000, 80, 14928.5, 14927.7, 14927.7, 14927.7, 14927.7, 14927.7, 3715.67, 413.122, 1370.52, 1370.45, 1370.52, 1330.27, 1330.27, 1330.27, 4423.84, 4025.75, 398.086,
7.524, 3000, 0.01, 46000, 80, 14926.4, 14925.7, 14925.6, 14925.6, 14925.6, 14925.6, 3715.54, 413.107, 1370.46, 1370.41, 1370.46, 1330.27, 1330.27, 1330.27, 4424.45, 4026.31, 398.139,
7.53, 3000, 0.01, 46000, 80, 14924.3, 14923.8, 14923.5, 14923.5, 14923.5, 14923.5, 3715.41, 413.055, 1370.39, 1370.37, 1370.39, 1330.27, 1330.27, 1330.27, 4425.06, 4026.87, 398.191,
7.536, 3000, 0.01, 46000, 80, 14922.3, 14921.8, 14921.5, 14921.4, 14921.5, 14921.4, 3715.28, 412.969, 1370.3, 1370.32, 1370.3, 1330.27, 1330.27, 1330.27, 4425.67, 4027.42, 398.243,
7.542, 3000, 0.01, 46000, 80, 14920.2, 14919.8, 14919.4, 14919.4, 14919.4, 14919.4, 3715.14, 412.85, 1370.22, 1370.26, 1370.22, 1330.27, 1330.27, 1330.27, 4426.28, 4027.98, 398.295,
7.548, 3000, 0.01, 46000, 80, 14918.1, 14917.9, 14917.3, 14917.3, 14917.3, 14917.3, 3715.02, 412.704, 1370.13, 1370.19, 1370.13, 1330.27, 1330.27, 1330.27, 4426.89, 4028.54, 398.348,
7.554, 3000, 0.01, 46000, 80, 14916, 14915.9, 14915.3, 14915.3, 14915.3, 14915.3, 3714.89, 412.534, 1370.04, 1370.11, 1370.04, 1330.27, 1330.27, 1330.27, 4427.5, 4029.1, 398.401,
7.56, 3000, 0.01, 46000, 80, 14913.9, 14913.9, 14913.2, 14913.2, 14913.2, 14913.2, 3714.77, 412.346, 1369.96, 1370.01, 1369.96, 1330.27, 1330.27, 1330.27, 4428.12, 4029.67, 398.454,
7.566, 3000, 0.01, 46000, 80, 14911.9, 14911.8, 14911.2, 14911.1, 14911.1, 14911.1, 3714.65, 412.146, 1369.88, 1369.91, 1369.88, 1330.27, 1330.27, 1330.27, 4428.74, 4030.23, 398.508,
7.572, 3000, 0.01, 46000, 80, 14909.8, 14909.8, 14909.1, 14909.1, 14909.1, 14909.1, 3714.54, 411.94, 1369.81, 1369.8, 1369.81, 1330.27, 1330.27, 1330.27, 4429.36, 4030.8, 398.562,
7.578, 3000, 0.01, 46000, 80, 14907.7, 14907.7, 14907.1, 14907.1, 14907.1, 14907.1, 3714.44, 411.734, 1369.75, 1369.7, 1369.75, 1330.27, 1330.27, 1330.27, 4429.98, 4031.36, 398.616,
7.584, 3000, 0.01, 46000, 80, 14905.6, 14905.7, 14905, 14905, 14905, 14905, 3714.35, 411.534, 1369.69, 1369.62, 1369.69, 1330.27, 1330.27, 1330.27, 4430.6, 4031.93, 398.671,
7.59, 3000, 0.01, 46000, 80, 14903.4, 14903.6, 14903, 14903, 14903, 14903, 3714.27, 411.345, 1369.63, 1369.56, 1369.63, 1330.27, 1330.27, 1330.27, 4431.23, 4032.5, 398.726,
7.596, 3000, 0.01, 46000, 80, 14901.3, 14901.5, 14901, 14900.9, 14900.9, 14900.9, 3714.2, 411.174, 1369.57, 1369.52, 1369.57, 1330.27, 1330.27, 1330.27, 4431.85, 4033.07, 398.782,
7.602, 3000, 0.01, 46000, 80, 14899.2, 14899.4, 14898.9, 14898.9, 14898.9, 14898.9, 3714.15, 411.022, 1369.53, 1369.5, 1369.53, 1330.27, 1330.27, 1330.27, 4432.48, 4033.64, 398.838,
7.608, 3000, 0.01, 46000, 80, 14897.1, 14897.3, 14896.9, 14896.9, 14896.9, 14896.9, 3714.11, 410.895, 1369.49, 1369.5, 1369.49, 1330.27, 1330.27, 1330.27, 4433.11, 4034.21, 398.895,
7.614, 3000, 0.01, 46000, 80, 14895, 14895.1, 14894.9, 14894.9, 14894.9, 14894.9, 3714.08, 410.795, 1369.47, 1369.51, 1369.47, 1330.27, 1330.27, 1330.27, 4433.74, 4034.79, 398.951,
7.62, 3000, 0.01, 46000, 80, 14892.8, 14893, 14892.8, 14892.8, 14892.8, 14892.8, 3714.07, 410.722, 1369.47, 1369.53, 1369.47, 1330.27, 1330.27, 1330.27, 4434.37, 4035.36, 399.008,
7.626, 3000, 0.01, 46000, 80, 14890.7, 14890.9, 14890.8, 14890.8, 14890.8, 14890.8, 3714.07, 410.677, 1369.48, 1369.55, 1369.48, 1330.27, 1330.27, 1330.27, 4435.01, 4035.94, 399.065,
7.632, 3000, 0.01, 46000, 80, 14888.6, 14888.8, 14888.8, 14888.8, 14888.8, 14888.8, 3714.1, 410.66, 1369.51, 1369.57, 1369.51, 1330.27, 1330.27, 1330.27, 4435.64, 4036.52, 399.122,
7.638, 3000, 0.01, 46000, 80, 14886.4, 14886.7, 14886.7, 14886.7, 14886.7, 14886.7, 3714.13, 410.667, 1369.57, 1369.6, 1369.57, 1330.27, 1330.27, 1330.27, 4436.28, 4037.1, 399.179,
7.644, 3000, 0.01, 46000, 80, 14884.3, 14884.6, 14884.7, 14884.7, 14884.7, 14884.7, 3714.19, 410.698, 1369.63, 1369.63, 1369.63, 1330.27, 1330.27, 1330.27, 4436.91, 4037.68, 399.235,
7.65, 3000, 0.01, 46000, 80, 14882.2, 14882.5, 14882.7, 14882.7, 14882.7, 14882.7, 3714.26, 410.748, 1369.71, 1369.67, 1369.71, 1330.27, 1330.27, 1330.27, 4437.55, 4038.26, 399.292,
7.656, 3000, 0.01, 46000, 80, 14880, 14880.4, 14880.6, 14880.6, 14880.6, 14880.6, 3714.35, 410.813, 1369.79, 1369.72, 1369.79, 1330.27, 1330.27, 1330.27, 4438.19, 4038.84, 399.348,
7.662, 3000, 0.01, 46000, 80, 14877.9, 14878.3, 14878.6, 14878.6, 14878.6, 14878.6, 3714.45, 410.889, 1369.87, 1369.8, 1369.87, 1330.27, 1330.27, 1330.27, 4438.82, 4039.42, 399.404,
7.668, 3000, 0.01, 46000, 80, 14875.7, 14876.2, 14876.5, 14876.5, 14876.5, 14876.5, 3714.57, 410.97, 1369.95, 1369.89, 1369.95, 1330.27, 1330.27, 1330.27, 4439.46, 4040, 399.46,
7.674, 3000, 0.01, 46000, 80, 14873.6, 14874.2, 14874.5, 14874.5, 14874.5, 14874.5, 3714.71, 411.051, 1370.03, 1369.99, 1370.03, 1330.27, 1330.27, 1330.27, 4440.1, 4040.59, 399.515,
7.68, 3000, 0.01, 46000, 80, 14871.4, 14872.2, 14872.4, 14872.4, 14872.4, 14872.4, 3714.86, 411.128, 1370.11, 1370.11, 1370.11, 1330.27, 1330.27, 1330.27, 4440.74, 4041.17, 399.57,
7.686, 3000, 0.01, 46000, 80, 14869.3, 14870.1, 14870.3, 14870.4, 14870.4, 14870.4, 3715.03, 411.194, 1370.19, 1370.22, 1370.19, 1330.27, 1330.27, 1330.27, 4441.38, 4041.76, 399.625,
7.692, 3000, 0.01, 46000, 80, 14867.1, 14868.1, 14868.3, 14868.3, 14868.3, 14868.3, 3715.21, 411.247, 1370.27, 1370.33, 1370.27, 1330.27, 1330.27, 1330.27, 4442.02, 4042.34, 399.679,
7.698, 3000, 0.01, 46000, 80, 14864.9, 14866.1, 14866.2, 14866.2, 14866.2, 14866.2, 3715.41, 411.28, 1370.35, 1370.42, 1370.35, 1330.27, 1330.27, 1330.27, 4442.66, 4042.93, 399.733,
7.704, 3000, 0.01, 46000, 80, 14862.8, 14864.1, 14864.1, 14864.1, 14864.1, 14864.1, 3715.63, 411.292, 1370.44, 1370.5, 1370.44, 1330.27, 1330.27, 1330.27, 4443.31, 4043.52, 399.787,
7.71, 3000, 0.01, 46000, 80, 14860.6, 14862.1, 14862, 14862.1, 14862.1, 14862.1, 3715.85, 411.28, 1370.53, 1370.56, 1370.53, 1330.27, 1330.27, 1330.27, 4443.95, 4044.11, 399.841,
7.716, 3000, 0.01, 46000, 80, 14858.4, 14860.1, 14860, 14860, 14860, 14860, 3716.09, 411.241, 1370.61, 1370.62, 1370.61, 1330.27, 1330.27, 1330.27, 4444.59, 4044.7, 399.895,
7.722, 3000, 0.01, 46000, 80, 14856.3, 14858.1, 14857.9, 14857.9, 14857.9, 14857.9, 3716.35, 411.175, 1370.69, 1370.66, 1370.69, 1330.27, 1330.27, 1330.27, 4445.24, 4045.29, 399.948,
7.728, 3000, 0.01, 46000, 80, 14854.1, 14856.1, 14855.8, 14855.8, 14855.8, 14855.8, 3716.62, 411.082, 1370.77, 1370.71, 1370.77, 1330.27, 1330.27, 1330.27, 4445.88, 4045.88, 400.002,
7.734, 3000, 0.01, 46000, 80, 14851.9, 14854.1, 14853.7, 14853.7, 14853.7, 14853.7, 3716.9, 410.962, 1370.84, 1370.77, 1370.84, 1330.27, 1330.27, 1330.27, 4446.53, 4046.47, 400.056,
7.74, 3000, 0.01, 46000, 80, 14849.7, 14852.1, 14851.6, 14851.6, 14851.6, 14851.6, 3717.19, 410.818, 1370.89, 1370.83, 1370.89, 1330.27, 1330.27, 1330.27, 4447.17, 4047.06, 400.11,
7.746, 3000, 0.01, 46000, 80, 14847.6, 14850.1, 14849.5, 14849.5, 14849.5, 14849.5, 3717.49, 410.651, 1370.94, 1370.9, 1370.94, 1330.27, 1330.27, 1330.27, 4447.82, 4047.65, 400.165,
7.752, 3000, 0.01, 46000, 80, 14845.4, 14848, 14847.4, 14847.4, 14847.4, 14847.4, 3717.81, 410.465, 1370.98, 1370.97, 1370.98, 1330.27, 1330.27, 1330.27, 4448.47, 4048.25, 400.219,
7.758, 3000, 0.01, 46000, 80, 14843.2, 14846, 14845.3, 14845.3, 14845.3, 14845.3, 3718.14, 410.263, 1371.02, 1371.05, 1371.02, 1330.27, 1330.27, 1330.27, 4449.12, 4048.84, 400.275,
7.764, 3000, 0.01, 46000, 80, 14841, 14843.9, 14843.2, 14843.2, 14843.2, 14843.2, 3718.48, 410.05, 1371.06, 1371.12, 1371.06, 1330.27, 1330.27, 1330.27, 4449.77, 4049.44, 400.33,
7.77, 3000, 0.01, 46000, 80, 14838.9, 14841.8, 14841.1, 14841.1, 14841.1, 14841.1, 3718.83, 409.83, 1371.11, 1371.18, 1371.11, 1330.27, 1330.27, 1330.27, 4450.42, 4050.03, 400.386,
7.776, 3000, 0.01, 46000, 80, 14836.7, 14839.7, 14838.9, 14838.9, 14838.9, 14838.9, 3719.2, 409.606, 1371.17, 1371.24, 1371.17, 1330.27, 1330.27, 1330.27, 4451.07, 4050.63, 400.443,
7.782, 3000, 0.01, 46000, 80, 14834.5, 14837.5, 14836.8, 14836.8, 14836.8, 14836.8, 3719.57, 409.385, 1371.24, 1371.28, 1371.24, 1330.27, 1330.27, 1330.27, 4451.72, 4051.22, 400.5,
7.788, 3000, 0.01, 46000, 80, 14832.3, 14835.4, 14834.7, 14834.7, 14834.7, 14834.7, 3719.95, 409.169, 1371.31, 1371.33, 1371.31, 1330.27, 1330.27, 1330.27, 4452.38, 4051.82, 400.557,
7.794, 3000, 0.01, 46000, 80, 14830.1, 14833.2, 14832.6, 14832.6, 14832.6, 14832.6, 3720.35, 408.963, 1371.4, 1371.37, 1371.4, 1330.27, 1330.27, 1330.27, 4453.03, 4052.41, 400.615,
7.8, 3000, 0.01, 46000, 80, 14827.9, 14831, 14830.4, 14830.5, 14830.4, 14830.5, 3720.75, 408.77, 1371.48, 1371.43, 1371.48, 1330.27, 1330.27, 1330.27, 4453.69, 4053.01, 400.674,
7.806, 3000, 0.01, 46000, 80, 14825.7, 14828.9, 14828.3, 14828.3, 14828.3, 14828.3, 3721.16, 408.592, 1371.57, 1371.51, 1371.57, 1330.27, 1330.27, 1330.27, 4454.34, 4053.61, 400.733,
7.812, 3000, 0.01, 46000, 80, 14823.6, 14826.7, 14826.2, 14826.2, 14826.2, 14826.2, 3721.59, 408.434, 1371.66, 1371.6, 1371.66, 1330.27, 1330.27, 1330.27, 4455, 4054.21, 400.792,
7.818, 3000, 0.01, 46000, 80, 14821.4, 14824.4, 14824, 14824, 14824, 14824, 3722.01, 408.294, 1371.76, 1371.71, 1371.76, 1330.27, 1330.27, 1330.27, 4455.66, 4054.81, 400.851,
7.824, 3000, 0.01, 46000, 80, 14819.2, 14822.2, 14821.9, 14821.9, 14821.9, 14821.9, 3722.45, 408.175, 1371.85, 1371.84, 1371.85, 1330.27, 1330.27, 1330.27, 4456.32, 4055.41, 400.911,
7.83, 3000, 0.01, 46000, 80, 14817, 14820, 14819.7, 14819.7, 14819.7, 14819.7, 3722.89, 408.077, 1371.95, 1371.97, 1371.95, 1330.27, 1330.27, 1330.27, 4456.98, 4056.01, 400.971,
7.836, 3000, 0.01, 46000, 80, 14814.8, 14817.8, 14817.6, 14817.6, 14817.6, 14817.6, 3723.34, 407.999, 1372.06, 1372.11, 1372.06, 1330.27, 1330.27, 1330.27, 4457.64, 4056.61, 401.031,
7.842, 3000, 0.01, 46000, 80, 14812.6, 14815.6, 14815.4, 14815.4, 14815.4, 14815.4, 3723.79, 407.94, 1372.18, 1372.25, 1372.18, 1330.27, 1330.27, 1330.27, 4458.3, 4057.21, 401.091,
7.848, 3000, 0.01, 46000, 80, 14810.4, 14813.3, 14813.2, 14813.2, 14813.2, 14813.2, 3724.25, 407.897, 1372.31, 1372.38, 1372.31, 1330.27, 1330.27, 1330.27, 4458.96, 4057.81, 401.152,
7.854, 3000, 0.01, 46000, 80, 14808.2, 14811.1, 14811, 14811.1, 14811.1, 14811.1, 3724.71, 407.868, 1372.45, 1372.5, 1372.45, 1330.27, 1330.27, 1330.27, 4459.62, 4058.41, 401.212,
7.86, 3000, 0.01, 46000, 80, 14806, 14808.9, 14808.8, 14808.9, 14808.9, 14808.9, 3725.17, 407.85, 1372.59, 1372.61, 1372.59, 1330.27, 1330.27, 1330.27, 4460.28, 4059.01, 401.272,
7.866, 3000, 0.01, 46000, 80, 14803.8, 14806.7, 14806.7, 14806.7, 14806.7, 14806.7, 3725.63, 407.841, 1372.74, 1372.73, 1372.74, 1330.27, 1330.27, 1330.27, 4460.94, 4059.61, 401.332,
7.872, 3000, 0.01, 46000, 80, 14801.6, 14804.5, 14804.5, 14804.5, 14804.5, 14804.5, 3726.09, 407.836, 1372.88, 1372.84, 1372.88, 1330.27, 1330.27, 1330.27, 4461.61, 4060.21, 401.392,
7.878, 3000, 0.01, 46000, 80, 14799.4, 14802.3, 14802.2, 14802.3, 14802.3, 14802.3, 3726.55, 407.832, 1373.02, 1372.96, 1373.02, 1330.27, 1330.27, 1330.27, 4462.27, 4060.82, 401.452,
7.884, 3000, 0.01, 46000, 80, 14797.2, 14800.1, 14800, 14800.1, 14800.1, 14800.1, 3727.01, 407.826, 1373.15, 1373.09, 1373.15, 1330.27, 1330.27, 1330.27, 4462.93, 4061.42, 401.512,
7.89, 3000, 0.01, 46000, 80, 14795, 14797.9, 14797.8, 14797.8, 14797.8, 14797.8, 3727.47, 407.814, 1373.27, 1373.22, 1373.27, 1330.27, 1330.27, 1330.27, 4463.59, 4062.02, 401.571,
7.896, 3000, 0.01, 46000, 80, 14792.8, 14795.7, 14795.6, 14795.6, 14795.6, 14795.6, 3727.92, 407.794, 1373.38, 1373.36, 1373.38, 1330.27, 1330.27, 1330.27, 4464.26, 4062.63, 401.631,
7.902, 3000, 0.01, 46000, 80, 14790.6, 14793.5, 14793.4, 14793.4, 14793.4, 14793.4, 3728.37, 407.762, 1373.49, 1373.5, 1373.49, 1330.27, 1330.27, 1330.27, 4464.92, 4063.23, 401.691,
7.908, 3000, 0.01, 46000, 80, 14788.4, 14791.3, 14791.1, 14791.1, 14791.1, 14791.1, 3728.82, 407.717, 1373.58, 1373.63, 1373.58, 1330.27, 1330.27, 1330.27, 4465.59, 4063.84, 401.75,
7.914, 3000, 0.01, 46000, 80, 14786.2, 14789.1, 14788.9, 14788.9, 14788.9, 14788.9, 3729.26, 407.656, 1373.67, 1373.74, 1373.67, 1330.27, 1330.27, 1330.27, 4466.25, 4064.44, 401.81,
7.92, 3000, 0.01, 46000, 80, 14784, 14786.9, 14786.6, 14786.6, 14786.6, 14786.6, 3729.69, 407.58, 1373.77, 1373.83, 1373.77, 1330.27, 1330.27, 1330.27, 4466.92, 4065.05, 401.869,
7.926, 3000, 0.01, 46000, 80, 14781.8, 14784.7, 14784.4, 14784.4, 14784.4, 14784.4, 3730.11, 407.487, 1373.85, 1373.91, 1373.85, 1330.27, 1330.27, 1330.27, 4467.58, 4065.66, 401.929,
7.932, 3000, 0.01, 46000, 80, 14779.6, 14782.5, 14782.1, 14782.1, 14782.1, 14782.1, 3730.53, 407.378, 1373.94, 1373.97, 1373.94, 1330.27, 1330.27, 1330.27, 4468.25, 4066.26, 401.988,
7.938, 3000, 0.01, 46000, 80, 14777.4, 14780.3, 14779.9, 14779.9, 14779.9, 14779.9, 3730.94, 407.254, 1374.02, 1374.01, 1374.02, 1330.27, 1330.27, 1330.27, 4468.92, 4066.87, 402.048,
7.944, 3000, 0.01, 46000, 80, 14775.2, 14778.1, 14777.6, 14777.6, 14777.6, 14777.6, 3731.34, 407.115, 1374.09, 1374.05, 1374.09, 1330.27, 1330.27, 1330.27, 4469.59, 4067.48, 402.109,
